name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
				AmortizationOfIntangiblesIncomeStatement,"163,925,000","41,623,000","44,175,000","38,574,000","39,553,000","39,491,000","36,421,000","38,147,000","38,717,000","38,882,000","41,510,000","41,293,000","41,501,000","41,629,000","51,194,000","50,395,000","49,945,000","49,993,000","65,220,000","51,383,000","9,462,000","9,464,000","9,463,000","9,464,000","9,463,000","9,461,000","9,461,000","9,462,000","9,473,000","9,478,000","9,587,000","9,597,000","6,238,000","7,502,000","9,810,000","9,823,000"
OperatingIncome,"433,306,000","89,453,000","135,638,000","120,565,000","87,650,000","68,243,000","128,793,000","112,232,000","46,510,000","65,264,000","112,254,000","93,353,000","77,670,000","57,887,000","91,651,000","77,727,000","57,345,000","49,093,000","51,443,000","32,122,000","38,018,000","36,681,000","47,415,000","43,404,000","42,188,000","39,107,000","40,627,000","44,716,000","38,348,000","36,022,000","24,379,000","25,690,000","27,534,000","17,380,000","13,044,000","18,095,000"
NetNonOperatingInterestIncomeExpense,"-71,646,000","-15,762,000","-16,491,000","-16,774,000","-22,619,000","-23,257,000","-22,754,000","-20,442,000","-21,562,000","-26,122,000","-26,839,000","-30,181,000","-32,130,000","-33,128,000","-32,786,000","-32,093,000","-31,239,000","-30,897,000","-29,490,000","-26,931,000","-26,873,000","-2,990,000","-2,908,000","-4,291,000","-4,213,000","-3,531,000","-3,633,000","-3,440,000","-4,585,000","-5,427,000","-17,020,000","-12,903,000","-12,823,000","-17,943,000","-16,315,000","-14,739,000"
	InterestIncomeNonOperating,"43,000","3,000",,,"0","71,000",,,"122,000","336,000","1,481,000","2,426,000","2,133,000","1,502,000","188,000","1,004,000","1,655,000","839,000","417,000","501,000","152,000","112,000","77,000","62,000","43,000","34,000","35,000","28,000","45,000","84,000","23,000","26,000","18,000","182,000","183,000","22,000"
	InterestExpenseNonOperating,"71,689,000","15,765,000","16,602,000","16,774,000","22,619,000","23,328,000","23,019,000","20,442,000","21,684,000","26,458,000","28,320,000","32,607,000","34,263,000","34,630,000","32,974,000","33,097,000","32,894,000","31,736,000","29,907,000","27,432,000","3,286,000","3,100,000","2,699,000","3,226,000","3,087,000","3,004,000","2,953,000","3,065,000","4,233,000","5,389,000","11,183,000","12,929,000","12,841,000","16,083,000","16,314,000","14,791,000"
	TotalOtherFinanceCost,,,,,,,,,,,,,,,,,,,,,"23,739,000","2,000","286,000","1,127,000","1,169,000","561,000","715,000","403,000","397,000","122,000","5,860,000",,,"2,042,000","184,000","-30,000"
OtherIncomeExpense,"-40,019,000","-20,199,000","-2,446,000","-3,382,000","-13,992,000","2,025,000","-19,174,000","-24,420,000","-17,300,000","2,633,000","-67,670,000","6,803,000","-11,963,000","-44,347,000","721,000","-44,045,000","3,501,000","-51,720,000","-40,625,000","-127,065,000","-10,783,000","-5,384,000","-1,570,000","-5,704,000","-4,624,000","-11,155,000","-500,000","-975,000","-10,132,000","-47,000","-45,304,000","2,185,000","-19,999,000","620,000","-1,792,000","-3,475,000"
	GainOnSaleOfSecurity,"-7,482,000","-2,890,000","1,041,000","896,000","-6,529,000","8,330,000","-12,297,000","-9,617,000","-5,523,000","20,115,000","-54,740,000","31,893,000","8,155,000","-8,329,000","9,544,000","-2,728,000","31,682,000","-11,881,000","-3,183,000","-5,528,000","-6,657,000","-3,377,000","2,026,000","-2,218,000","-3,228,000","-4,904,000","-369,000","-1,069,000","1,289,000","3,181,000","1,453,000","5,212,000","-389,000","1,238,000","-556,000","71,000"
	EarningsFromEquityInterest,"850,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-33,081,000","-14,501,000","-5,217,000","-7,198,000","-6,165,000","-7,784,000","-12,302,000","-13,701,000","-11,390,000","-15,931,000","-13,453,000","-23,910,000","-19,504,000","-35,426,000","-11,277,000","-39,699,000","-28,500,000","-39,166,000","-36,943,000","-121,112,000","-4,029,000","-1,927,000","-3,329,000","-3,320,000","-1,364,000","-6,038,000","-219,000","28,000","-11,807,000","-3,513,000","-46,816,000","-2,951,000","-19,662,000","-758,000","-1,579,000","-3,104,000"
		RestructuringAndMergernAcquisition,"30,072,000","14,501,000","4,407,000","7,198,000","3,966,000","7,181,000","18,200,000","13,355,000","11,390,000","15,931,000","28,203,000","23,910,000","19,504,000","31,071,000","11,038,000","37,910,000","26,623,000","38,918,000","36,423,000","91,010,000","4,029,000","1,927,000","3,329,000","2,881,000","1,364,000","6,038,000","219,000","-28,000","2,012,000","-418,000","66,000","2,951,000","2,417,000","758,000","1,579,000","3,104,000"
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,"0","0",,,"0","30,000,000",,,"0","0","0","0","0","0","0","3,931,000","0","0","17,245,000","0","0","0"
		OtherSpecialCharges,,,"810,000",,"2,199,000","603,000","1,235,000","346,000",,,"-14,750,000",,,"4,355,000","239,000","1,789,000","1,877,000","248,000","520,000","102,000",,,"0","439,000",,,"0",,"9,795,000",,"46,750,000",,,,,
	OtherNonOperatingIncomeExpenses,"-306,000","-2,808,000","-220,000","2,920,000","-1,298,000","1,479,000","1,680,000","-1,102,000","-387,000","-1,551,000","523,000","-1,180,000","-614,000","-592,000","2,454,000","-1,618,000","319,000","-673,000","-499,000","-425,000","-97,000","-80,000","-267,000","-166,000","-32,000","-213,000","88,000","66,000","386,000","285,000","59,000","-76,000","52,000","140,000","343,000","-442,000"
PretaxIncome,"321,641,000","53,492,000","116,701,000","100,409,000","51,039,000","47,011,000","86,865,000","67,370,000","7,648,000","41,775,000","17,745,000","69,975,000","33,577,000","-19,588,000","59,586,000","1,589,000","29,607,000","-33,524,000","-18,672,000","-121,874,000","362,000","28,307,000","42,937,000","33,409,000","33,351,000","24,421,000","36,494,000","40,301,000","23,631,000","30,548,000","-37,945,000","14,972,000","-5,288,000","57,000","-5,063,000","-119,000"
TaxProvision,"79,358,000","7,316,000","40,742,000","22,166,000","9,134,000","8,287,000","-5,021,000","3,954,000","3,737,000","8,201,000","-73,305,000","11,055,000","22,285,000","10,416,000","13,916,000","11,983,000","16,047,000","-8,972,000","-3,625,000","26,124,000","-3,027,000","7,120,000","5,446,000","6,078,000","2,948,000","7,016,000","5,838,000","2,487,000","310,000","5,292,000","11,835,000","2,417,000","-20,595,000","1,609,000","7,916,000","1,051,000"
NetIncomeCommonStockholders,"242,283,000","46,176,000","75,959,000","78,243,000","41,905,000","38,724,000","91,886,000","63,416,000","3,911,000","33,574,000","91,050,000","58,920,000","11,292,000","-30,004,000","45,670,000","-10,394,000","13,560,000","-24,552,000","-15,047,000","-147,998,000","3,389,000","21,187,000","37,491,000","27,331,000","30,403,000","17,405,000","30,656,000","37,814,000","23,321,000","25,256,000","-76,312,000","12,430,000","15,182,000","-1,677,000","23,535,000","-1,295,000"
	NetIncome,"242,283,000","46,176,000","75,959,000","78,243,000","41,905,000","38,724,000","91,886,000","63,416,000","3,911,000","33,574,000","91,050,000","58,920,000","11,292,000","-30,004,000","45,670,000","-10,394,000","13,560,000","-24,552,000","-15,047,000","-147,998,000","3,389,000","21,187,000","37,491,000","27,331,000","30,403,000","17,405,000","30,656,000","37,814,000","23,321,000","25,256,000","-49,780,000","12,555,000","15,307,000","-1,552,000","-12,979,000","-1,170,000"
		NetIncomeIncludingNoncontrollingInterests,"242,283,000","46,176,000","75,959,000","78,243,000","41,905,000","38,724,000","91,886,000","63,416,000","3,911,000","33,574,000","91,050,000","58,920,000","11,292,000","-30,004,000","45,670,000","-10,394,000","13,560,000","-24,552,000","-15,047,000","-147,998,000","3,389,000","21,187,000","37,491,000","27,331,000","30,403,000","17,405,000","30,656,000","37,814,000","23,321,000","25,256,000","-49,780,000","12,555,000","15,307,000","-1,552,000","-12,979,000","-1,170,000"
			NetIncomeContinuousOperations,"242,283,000","46,176,000","75,959,000","78,243,000","41,905,000","38,724,000","91,886,000","63,416,000","3,911,000","33,574,000","91,050,000","58,920,000","11,292,000","-30,004,000","45,670,000","-10,394,000","13,560,000","-24,552,000","-15,047,000","-147,998,000","3,389,000","21,187,000","37,491,000","27,331,000","30,403,000","17,405,000","30,656,000","37,814,000","23,321,000","25,256,000","-49,780,000","12,555,000","15,307,000","-1,552,000","-12,979,000","-1,170,000"
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","26,532,000","125,000","125,000","125,000","-36,514,000","125,000"
DilutedNIAvailtoComStockholders,"242,283,000","46,176,000","75,959,000","78,243,000","41,905,000","38,724,000","91,886,000","63,416,000","3,911,000","33,574,000","91,050,000","58,920,000","11,292,000","-30,004,000","45,670,000","-10,394,000","13,560,000","-24,552,000","-15,047,000","-147,998,000","3,389,000","21,187,000","37,491,000","27,331,000","30,403,000","17,405,000","30,656,000","37,814,000","23,321,000","25,256,000","-76,312,000","12,430,000","15,182,000","-1,677,000","23,535,000","-1,295,000"
BasicEPS,,"0.45","0.73","0.76","0.4","0.37","0.88","0.61","0.04","0.32","0.88","0.57","0.11","-0.29","0.44","-0.1","0.13","-0.24","-0.14","-1.7","0.06","0.39","0.7","0.5","0.56","0.32","0.55","0.67","0.4","0.41","-0.92","0.24","0.29","-0.03",,
DilutedEPS,,"0.44","0.72","0.75","0.4","0.37","0.87","0.6","0.04","0.32","0.86","0.56","0.11","-0.29","0.44","-0.1","0.13","-0.24","-0.14","-1.7","0.06","0.38","0.68","0.49","0.54","0.31","0.53","0.64","0.39","0.4","-0.92","0.24","0.29","-0.03",,
BasicAverageShares,,"103,665,000","103,717,000","103,562,000","103,937,000","104,274,000","103,932,000","104,277,000","104,198,000","104,265,000","103,813,000","103,594,000","103,699,000","103,365,000","103,298,000","103,012,000","102,899,000","104,449,000","104,364,000","87,152,000","54,123,000","54,015,000","53,684,000","54,186,000","54,298,000","53,955,000","55,729,000","56,325,000","58,231,000","61,244,000","57,504,000","51,905,000","51,898,000","51,897,000",,
DilutedAverageShares,,"104,410,000","104,998,000","104,785,000","105,019,000","105,457,000","105,410,000","105,588,000","105,219,000","105,642,000","105,378,000","105,021,000","104,818,000","103,365,000","104,819,000","103,012,000","104,005,000","104,449,000","104,364,000","87,152,000","55,307,000","55,123,000","54,932,000","55,567,000","56,078,000","55,862,000","58,010,000","58,764,000","60,464,000","63,103,000","57,504,000","52,514,000","52,185,000","51,897,000",,
TotalOperatingIncomeAsReported,"402,161,000","73,896,000","131,225,000","113,356,000","83,684,000","61,015,000","110,451,000","98,754,000","34,971,000","48,967,000","83,361,000","69,443,000","58,134,000","26,816,000","79,468,000","39,817,000","30,722,000","10,175,000","15,020,000","-88,888,000","10,250,000","34,752,000","43,800,000","39,396,000","39,655,000","32,508,000","39,693,000","44,341,000","35,939,000","32,387,000","18,453,000","22,739,000","7,872,000","14,580,000","11,281,000","15,021,000"
TotalExpenses,"4,907,172,000","1,246,800,000","1,237,746,000","1,227,665,000","1,194,961,000","1,140,502,000","1,011,226,000","986,772,000","966,889,000","1,098,091,000","1,100,700,000","1,083,675,000","1,089,157,000","1,061,119,000","1,053,821,000","1,037,191,000","1,015,185,000","1,008,103,000","1,025,240,000","790,206,000","353,117,000","345,237,000","358,656,000","348,387,000","357,459,000","373,980,000","362,258,000","305,429,000","298,944,000","272,895,000","303,276,000","272,934,000","258,209,000","249,397,000","240,996,000","240,578,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"242,283,000","46,176,000","75,959,000","78,243,000","41,905,000","38,724,000","91,886,000","63,416,000","3,911,000","33,574,000","91,050,000","58,920,000","11,292,000","-30,004,000","45,670,000","-10,394,000","13,560,000","-24,552,000","-15,047,000","-147,998,000","3,389,000","21,187,000","37,491,000","27,331,000","30,403,000","17,405,000","30,656,000","37,814,000","23,321,000","25,256,000","-49,780,000","12,555,000","15,307,000","-1,552,000","-12,979,000","-1,170,000"
NormalizedIncome,"272,837,952.04","61,188,465.714","78,677,098.251","83,153,788.734","52,327,266.698","38,274,247.729","109,843,270","85,365,447.647","16,257,490","30,211,376.038","140,830,890","52,198,194.212","19,576,770","1,937,150","46,998,266.875","20,577,710","11,237,140","12,814,404","17,288,899.85","-72,014,000","9,800,600","25,154,392","38,628,731.397","31,861,084","34,590,904","25,206,646","31,149,936.757","38,790,759.237","33,701,021.074","25,530,485.793","-20,294,050","10,659,003.807","28,340,150","-1,864,000","-11,591,250","801,450"
InterestIncome,"43,000","3,000",,,"0","71,000",,,"122,000","336,000","1,481,000","2,426,000","2,133,000","1,502,000","188,000","1,004,000","1,655,000","839,000","417,000","501,000","152,000","112,000","77,000","62,000","43,000","34,000","35,000","28,000","45,000","84,000","23,000","26,000","18,000","182,000","183,000","22,000"
InterestExpense,"71,689,000","15,765,000","16,602,000","16,774,000","22,619,000","23,328,000","23,019,000","20,442,000","21,684,000","26,458,000","28,320,000","32,607,000","34,263,000","34,630,000","32,974,000","33,097,000","32,894,000","31,736,000","29,907,000","27,432,000","3,286,000","3,100,000","2,699,000","3,226,000","3,087,000","3,004,000","2,953,000","3,065,000","4,233,000","5,389,000","11,183,000","12,929,000","12,841,000","16,083,000","16,314,000","14,791,000"
NetInterestIncome,"-71,646,000","-15,762,000","-16,491,000","-16,774,000","-22,619,000","-23,257,000","-22,754,000","-20,442,000","-21,562,000","-26,122,000","-26,839,000","-30,181,000","-32,130,000","-33,128,000","-32,786,000","-32,093,000","-31,239,000","-30,897,000","-29,490,000","-26,931,000","-26,873,000","-2,990,000","-2,908,000","-4,291,000","-4,213,000","-3,531,000","-3,633,000","-3,440,000","-4,585,000","-5,427,000","-17,020,000","-12,903,000","-12,823,000","-17,943,000","-16,315,000","-14,739,000"
EBIT,"393,330,000","69,257,000","133,303,000","117,183,000","73,658,000","70,339,000","109,884,000","87,812,000","29,332,000","68,233,000","46,065,000","102,582,000","67,840,000","15,042,000","92,560,000","34,686,000","62,501,000","-1,788,000","11,235,000","-94,442,000","3,648,000","31,407,000","45,636,000","36,635,000","36,438,000","27,425,000","39,447,000","43,366,000","27,864,000","35,937,000","-26,762,000","27,901,000","7,553,000","16,140,000","11,251,000","14,672,000"
EBITDA,"633,219,000"
ReconciledCostOfRevenue,"4,093,666,000","1,044,432,000","1,024,766,000","1,031,887,000","992,581,000","945,250,000","848,008,000","820,228,000","805,892,000","924,014,000","927,900,000","913,674,000","917,529,000","886,802,000","873,808,000","872,214,000","847,465,000","840,823,000","835,592,000","635,919,000","295,058,000","284,675,000","298,529,000","291,875,000","300,340,000","316,148,000","304,945,000","251,181,000","247,926,000","222,851,000","247,887,000","220,418,000","212,984,000","202,841,000","191,754,000","198,482,000"
ReconciledDepreciation,"239,889,000","62,202,000","63,722,000","56,254,000","57,711,000","57,938,000","54,776,000","55,448,000","56,021,000","56,107,000","60,379,000","60,137,000","60,749,000","61,200,000","70,128,000","68,034,000","67,502,000","68,021,000","83,348,000","65,432,000","15,528,000","15,628,000","15,559,000","14,769,000","14,523,000","14,353,000","14,058,000","13,819,000","13,893,000","14,244,000","14,578,000","14,331,000","11,263,000","14,371,000","15,051,000","14,553,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"242,283,000","46,176,000","75,959,000","78,243,000","41,905,000","38,724,000","91,886,000","63,416,000","3,911,000","33,574,000","91,050,000","58,920,000","11,292,000","-30,004,000","45,670,000","-10,394,000","13,560,000","-24,552,000","-15,047,000","-147,998,000","3,389,000","21,187,000","37,491,000","27,331,000","30,403,000","17,405,000","30,656,000","37,814,000","23,321,000","25,256,000","-49,780,000","12,555,000","15,307,000","-1,552,000","-12,979,000","-1,170,000"
TotalUnusualItemsExcludingGoodwill,"-40,563,000","-17,391,000","-4,176,000","-6,302,000","-12,694,000","546,000","-24,599,000","-23,318,000","-16,913,000","4,184,000","-68,193,000","7,983,000","-11,349,000","-43,755,000","-1,733,000","-42,427,000","3,182,000","-51,047,000","-40,126,000","-126,640,000","-10,686,000","-5,304,000","-1,303,000","-5,538,000","-4,592,000","-10,942,000","-588,000","-1,041,000","-10,518,000","-332,000","-45,363,000","2,261,000","-20,051,000","480,000","-2,135,000","-3,033,000"
TotalUnusualItems,"-40,563,000","-17,391,000","-4,176,000","-6,302,000","-12,694,000","546,000","-24,599,000","-23,318,000","-16,913,000","4,184,000","-68,193,000","7,983,000","-11,349,000","-43,755,000","-1,733,000","-42,427,000","3,182,000","-51,047,000","-40,126,000","-126,640,000","-10,686,000","-5,304,000","-1,303,000","-5,538,000","-4,592,000","-10,942,000","-588,000","-1,041,000","-10,518,000","-332,000","-45,363,000","2,261,000","-20,051,000","480,000","-2,135,000","-3,033,000"
NormalizedEBITDA,"673,782,000","148,850,000","201,201,000","179,739,000","144,063,000","127,731,000","189,259,000","166,578,000","102,266,000","120,156,000","174,637,000","154,736,000","139,938,000","119,997,000","164,421,000","145,147,000","126,821,000","117,280,000","134,709,000","97,630,000","29,862,000","52,339,000","62,498,000","56,942,000","55,553,000","52,720,000","54,093,000","58,226,000","52,275,000","50,513,000","33,179,000","39,971,000","38,867,000","30,031,000","28,437,000","32,258,000"
TaxRateForCalcs,"0.247","0.137","0.349","0.221","0.179","0.176","0.27","0.059","0.27","0.196","0.27","0.158","0.27","0.27","0.234","0.27","0.27","0.268","0.194","0.4","0.4","0.252","0.127","0.182","0.088","0.287","0.16","0.062","0.013","0.173","0.35","0.161","0.35","0.35","0.35","0.35"
TaxEffectOfUnusualItems,"-10,008,047.96","-2,378,534.286","-1,457,901.749","-1,391,211.266","-2,271,733.302","96,247.729","-6,641,730","-1,368,552.353","-4,566,510","821,376.038","-18,412,110","1,261,194.212","-3,064,230","-11,813,850","-404,733.125","-11,455,290","859,140","-13,680,596","-7,790,100.15","-50,656,000","-4,274,400","-1,336,608","-165,268.603","-1,007,916","-404,096","-3,140,354","-94,063.243","-64,240.763","-137,978.926","-57,514.207","-15,877,050","365,003.807","-7,017,850","168,000","-747,250","-1,061,550"
