name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
					ChangeInAccountPayable,"21,800,000","16,100,000","4,400,000","10,300,000","-22,500,000","11,300,000","-12,400,000","12,600,000","-14,200,000","1,300,000","-4,400,000","4,500,000","-9,700,000","7,500,000","6,300,000","-2,800,000","2,400,000","2,100,000","3,500,000","-1,900,000","4,000,000","-900,000","-1,200,000","4,300,000","-2,500,000","-4,300,000","4,500,000","3,600,000","-5,900,000","4,300,000","-500,000","-200,000","1,500,000","2,300,000","5,200,000","-7,400,000","-1,100,000","1,800,000","-3,500,000","-2,200,000","-2,100,000","0","-1,300,000","2,400,000","2,700,000","-8,300,000",,,"4,600,000","1,500,000","-600,000","-6,000,000","-1,800,000","-12,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,,,,,,"-13,500,000","8,600,000","5,600,000","3,900,000","-10,700,000","5,300,000","3,500,000","6,800,000","-11,700,000","3,300,000","3,000,000","2,300,000","-9,600,000","-2,800,000","7,300,000","-200,000","-7,300,000","8,000,000","4,200,000","-5,400,000","-6,000,000","5,200,000","-800,000","1,600,000","-2,300,000","-2,900,000","500,000","-4,800,000","-800,000","0","1,300,000","1,900,000","200,000","-4,900,000","700,000","-300,000","-4,500,000","-3,200,000","5,900,000","3,300,000","-3,900,000",,,"-3,000,000","-9,000,000","-500,000","16,200,000","6,500,000","1,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,400,000","6,100,000","-17,900,000","1,700,000","-3,500,000","16,300,000","2,300,000","4,100,000","-9,000,000","10,800,000","-5,000,000","3,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,500,000"
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,100,000",,,,,,"6,300,000","-8,500,000","-27,000,000",,"-8,400,000","6,300,000","-27,300,000",,"15,000,000","-9,200,000","-4,500,000",,"19,400,000","-15,200,000","-7,800,000",,"1,300,000","-2,300,000","-8,400,000",,"5,700,000","-5,900,000","-6,700,000",,,,,,,,,,,,,,,,
		DividendReceivedCFO,,,"2,500,000",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,"0","0",,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	CashFromDiscontinuedOperatingActivities,,,,,,,,,,,"0","0","0","0","0","0","200,000","0","0","0","0","100,000","100,000","0","0","-100,000","-400,000","200,000","300,000","0","-1,200,000","-200,000","1,200,000","-300,000","400,000","800,000","-200,000","1,300,000","1,000,000","0","0","0","-1,900,000","-1,700,000","-300,000","-2,300,000","-3,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InvestingCashFlow,"-638,800,000","-9,600,000","21,800,000","-9,300,000","-641,700,000","-7,300,000","-12,600,000","-6,700,000","-7,500,000","-176,300,000","8,000,000","-5,600,000","-9,600,000","-7,600,000","-9,200,000","-3,300,000","-7,800,000","-7,200,000","-9,300,000","1,600,000","-4,900,000","-305,900,000","-7,400,000","-6,300,000","-3,200,000","-5,500,000","-301,500,000","-4,600,000","-3,700,000","-3,900,000","-40,200,000","-6,300,000","-16,400,000","-11,600,000","-233,600,000","-10,200,000","-1,300,000","-8,600,000","-8,700,000","-3,700,000","-22,800,000","-16,500,000","-16,400,000","-8,700,000","-20,500,000","-26,500,000","-27,600,000","-23,700,000","-20,400,000","-9,500,000","-7,500,000","-6,600,000","-3,000,000","-3,100,000","-10,600,000","-1,400,000","-7,300,000","-75,800,000","-27,100,000","-15,500,000","-14,100,000","-16,200,000","2,700,000","-3,800,000","-4,900,000","-6,300,000","-5,500,000","-5,300,000","-19,000,000","-6,900,000","-11,200,000","-10,700,000","-17,100,000","-17,700,000","-36,100,000","-36,000,000","-9,700,000","-15,700,000","-10,800,000","-12,800,000","-6,000,000","-4,000,000","-16,300,000","-7,200,000","-21,700,000","-25,000,000","-12,500,000","-10,200,000","-4,400,000","-3,400,000","-8,200,000","-6,500,000","-10,600,000","-6,600,000","-13,500,000","-11,800,000","-8,600,000","-73,500,000","-20,500,000","-9,700,000","-8,600,000","-9,300,000","-26,400,000","-9,600,000","-10,300,000","-9,600,000"
	CashFlowFromContinuingInvestingActivities,"-638,800,000","-9,600,000","21,800,000","-9,300,000","-641,700,000","-7,300,000","-12,600,000","-6,700,000","-7,500,000","-176,300,000","8,000,000","-5,600,000","-9,600,000","-7,600,000","-9,200,000","-3,300,000","-7,800,000","-7,200,000","-9,300,000","1,600,000","-4,900,000","-305,900,000","-7,400,000","-6,300,000","-3,200,000","-5,500,000","-301,500,000","-4,600,000","-3,700,000","-3,900,000","-40,200,000","-6,300,000","-16,400,000","-11,600,000","-233,600,000","-10,200,000","-1,300,000","-8,600,000","-8,700,000","-3,700,000","-22,800,000","-16,500,000","-16,400,000","-8,700,000","-20,500,000","-26,500,000","-27,600,000","-23,700,000","-20,400,000","-9,500,000","-7,500,000","-6,600,000","-3,000,000","-3,100,000","-10,600,000","-1,400,000","-7,300,000","-75,800,000","-27,100,000","-15,500,000","-14,100,000","-16,200,000","2,700,000","-3,800,000","-4,900,000","-6,300,000","-5,500,000","-5,300,000","-19,000,000","-6,900,000","-11,200,000","-10,700,000","-17,100,000","-17,700,000","-36,100,000","-36,000,000","-9,700,000","-15,700,000","-10,800,000","-12,800,000","-6,000,000","-4,000,000","-16,300,000","-7,200,000","-21,700,000","-25,000,000","-12,500,000","-10,200,000","-4,400,000","-3,400,000","-8,200,000","-6,500,000","-10,600,000","-6,600,000","-13,500,000","-11,800,000","-8,600,000","-73,500,000","-20,500,000","-9,700,000","-8,600,000","-9,300,000","-26,400,000","-9,600,000","-10,300,000","-9,600,000"
		CapitalExpenditureReported,"-40,900,000","-9,600,000","-13,200,000","-8,100,000","-10,000,000","-7,600,000","-9,800,000","-6,900,000","-8,500,000","-8,100,000","-10,200,000","-5,900,000","-9,300,000","-8,700,000","-8,800,000","-6,600,000","-7,900,000","-6,400,000","-10,600,000","-9,200,000","-9,000,000","-11,900,000","-11,400,000","-8,600,000","-5,900,000","-4,700,000","-10,400,000","-5,100,000","-4,200,000","-5,400,000","-9,400,000","-11,400,000","-7,100,000","-8,200,000","-9,000,000","-11,300,000","-3,700,000","-5,600,000","-7,200,000","-6,600,000","-6,500,000","-7,800,000","-9,100,000","-10,000,000","-14,600,000","-28,500,000","-29,000,000","-28,200,000","-15,900,000","-9,900,000","-3,800,000","-5,100,000","-2,700,000","-3,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetPPEPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000",,,,,,,,,,,,,"-7,300,000","-8,200,000","-6,900,000","-19,300,000","-22,900,000","-10,900,000","-11,300,000","-11,500,000","-6,400,000","-4,200,000","-1,000,000","-1,800,000","-5,400,000","-5,200,000","-4,700,000","-3,500,000","-12,800,000","-10,800,000","-15,100,000","-8,000,000","-30,800,000","-34,200,000","-15,600,000","-11,400,000","-13,000,000","-9,300,000","-5,100,000","-2,900,000","-17,900,000","-14,000,000","-22,500,000","-19,400,000","-15,400,000","-6,500,000","-4,200,000","-3,300,000","-6,000,000","-4,800,000","-10,200,000","-5,300,000","-13,400,000","-10,800,000","-7,300,000","-70,600,000","-16,600,000","-8,200,000","-5,300,000","-5,700,000","-23,300,000","-9,200,000","-10,000,000","-9,000,000"
			PurchaseOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000",,,,,,,,,,,,,"-7,300,000","-8,200,000","-6,900,000","-19,300,000","-22,900,000","-10,900,000","-11,300,000","-11,500,000","-6,400,000","-4,200,000","-1,000,000","-1,800,000","-5,400,000","-5,200,000","-4,700,000","-3,500,000","-12,800,000","-10,800,000","-15,100,000","-8,000,000","-30,800,000","-34,200,000","-15,600,000","-11,400,000","-13,000,000","-9,300,000","-5,100,000","-2,900,000","-17,900,000","-14,000,000","-22,500,000","-19,400,000","-15,400,000","-6,500,000","-4,200,000","-3,300,000","-6,000,000","-4,800,000","-10,200,000","-5,300,000","-13,400,000","-10,800,000","-7,300,000","-70,600,000","-16,600,000","-8,200,000","-5,300,000","-5,700,000","-23,300,000","-9,200,000","-10,000,000","-9,000,000"
		NetIntangiblesPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,400,000","-2,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,400,000","-2,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,,,"0","-100,000","-630,500,000","0","0","0","1,300,000","-170,600,000",,,,,"0",,,"0","0","0","1,700,000","-293,400,000",,,,,"-280,200,000","0","-400,000","0","-30,300,000","100,000","-5,500,000","-5,700,000","-229,700,000","0","0","0",,,,"-4,500,000",,,,,,,,,"0","0","0","0","0","0","0","-51,300,000",,,,,,,,,"0","0",,,"0","0","0","-8,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfBusiness,,,"0","-100,000","-630,500,000","0","0","0","1,300,000","-170,600,000",,,,,"0",,,"0","0","0","1,700,000","-293,400,000",,,,,"-280,200,000","0","-400,000","0","-30,300,000","100,000","-5,500,000","-5,700,000","-229,700,000","0","0","0",,,,"-4,500,000",,,,,,,,,"0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000",,,,"-2,800,000",,,,,,,"0","0",,,"0","0","0","-1,900,000","-2,500,000","-3,800,000","-4,600,000","-1,900,000","-400,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000",,,,"-2,800,000",,,,,,,,"0",,,"0","0","0","-1,900,000","-2,500,000","-3,800,000","-4,600,000","-1,900,000","-400,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,,,"35,000,000","-1,100,000","-1,200,000","300,000","-2,800,000","200,000","-300,000","2,400,000","18,200,000","300,000","-300,000","1,100,000","-400,000","3,300,000","100,000","-800,000","1,300,000","10,800,000","2,400,000","-600,000","4,000,000","2,300,000","2,700,000","-800,000","-10,900,000","500,000","900,000","1,500,000","-500,000","5,000,000","-3,800,000","2,300,000","5,100,000","1,100,000","2,400,000","-3,000,000","1,500,000","3,000,000","-3,000,000","-4,100,000","-400,000","4,100,000","-3,400,000","2,000,000","1,400,000","-1,600,000","-1,100,000","3,100,000","1,800,000","-1,500,000","-300,000","600,000","-3,300,000","6,800,000","-400,000","-3,300,000","-1,700,000","-800,000","1,800,000","-2,800,000","9,500,000","400,000","-1,400,000","-4,500,000","-100,000","-100,000","-2,400,000","-3,400,000","1,600,000","100,000","-2,000,000","-1,300,000","-5,300,000","-1,800,000","5,900,000","-4,300,000","2,200,000","-3,500,000","-900,000","-1,100,000","1,600,000","6,800,000","800,000","-5,600,000","2,900,000","-3,700,000","-200,000","-100,000","-2,200,000","-1,700,000","-400,000","-1,300,000","-100,000","-1,000,000","-1,300,000","-2,900,000","-3,900,000","-1,500,000","-3,300,000","-3,600,000","-3,100,000","-400,000","-300,000","-600,000"
FinancingCashFlow,"581,800,000","-13,600,000","-51,100,000","10,300,000","636,200,000","4,500,000","-54,600,000","-50,600,000","-100,300,000","196,900,000","-33,100,000","-59,200,000","-28,200,000","-15,300,000","-32,800,000","-16,800,000","-44,500,000","-26,800,000","-24,300,000","-48,600,000","-31,700,000","284,100,000","-16,700,000","-79,000,000","-84,400,000","-5,600,000","161,900,000","-9,700,000","-58,200,000","-1,600,000","-17,600,000","-11,500,000","-9,600,000","-400,000","222,200,000","-24,600,000","-7,500,000","-2,800,000","-12,200,000","-17,600,000","2,500,000","-23,300,000","-11,600,000","-16,200,000","-7,100,000","16,600,000","-1,700,000","-19,200,000","-400,000","-9,500,000","47,700,000","-23,900,000","-5,500,000","-17,200,000","7,100,000","-13,400,000","-9,100,000","85,400,000","3,600,000","-15,200,000","600,000","2,100,000","2,300,000","-20,000,000","-9,700,000","-3,700,000","-21,400,000","-10,100,000","12,100,000","18,600,000","-19,400,000","-8,800,000","-2,900,000","31,300,000","12,200,000","5,500,000","7,200,000","-3,800,000","-9,100,000","-7,800,000","-3,900,000","-45,100,000","2,300,000","-6,600,000","-3,300,000","-1,700,000","-5,100,000","-12,600,000","-3,500,000","-11,500,000","-3,500,000","-7,300,000","-12,800,000","3,200,000","-2,900,000","-5,500,000","-10,600,000","28,800,000","-2,300,000","-1,900,000","-5,700,000","-3,000,000","-1,700,000","-3,800,000","-3,000,000","-1,000,000"
	CashFlowFromContinuingFinancingActivities,"581,800,000","-13,600,000","-51,100,000","10,300,000","636,200,000","4,500,000","-54,600,000","-50,600,000","-100,300,000","196,900,000","-33,100,000","-59,200,000","-28,200,000","-15,300,000","-32,800,000","-16,800,000","-44,500,000","-26,800,000","-24,300,000","-48,600,000","-31,700,000","284,100,000","-16,700,000","-79,000,000","-84,400,000","-5,600,000","161,900,000","-9,700,000","-58,200,000","-1,600,000","-17,600,000","-11,500,000","-9,600,000","-400,000","222,200,000","-24,600,000","-7,500,000","-2,800,000","-12,200,000","-17,600,000","2,500,000","-23,300,000","-11,600,000","-16,200,000","-7,100,000","16,600,000","-1,700,000","-19,200,000","-400,000","-9,500,000","47,700,000","-23,900,000","-5,500,000","-17,200,000","7,100,000","-13,400,000","-9,100,000","85,400,000","3,600,000","-15,200,000","600,000","2,100,000","2,300,000","-20,000,000","-9,700,000","-3,700,000","-21,400,000","-10,100,000","12,100,000","18,600,000","-19,400,000","-8,800,000","-2,900,000","31,300,000","12,200,000","5,500,000","7,200,000","-3,800,000","-9,100,000","-7,800,000","-3,900,000","-45,100,000","2,300,000","-6,600,000","-3,300,000","-1,700,000","-5,100,000","-12,600,000","-3,500,000","-11,500,000","-3,500,000","-7,300,000","-12,800,000","3,200,000","-2,900,000","-5,500,000","-10,600,000","28,800,000","-2,300,000","-1,900,000","-5,700,000","-3,000,000","-1,700,000","-3,800,000","-3,000,000","-1,000,000"
		NetIssuancePaymentsOfDebt,"654,200,000","5,400,000","-37,000,000","24,300,000","661,500,000","24,400,000","-40,700,000","-36,800,000","-86,700,000","211,600,000","-19,600,000","-45,600,000","-14,500,000","-800,000","-18,900,000","0","-31,100,000","-11,100,000","-11,000,000","-35,600,000","-6,000,000","285,800,000","-3,800,000","-66,800,000","-72,200,000","7,400,000","181,500,000","1,900,000","-46,800,000","12,500,000","-6,100,000","-600,000","1,600,000","62,400,000","233,200,000","-15,100,000","1,900,000","7,500,000","-11,500,000","-8,700,000","29,000,000","500,000","-12,000,000","2,300,000","54,100,000","56,100,000","100,000","1,000,000","2,400,000","-8,300,000","-73,700,000","-31,600,000","-3,700,000","-13,500,000","14,600,000","-11,200,000","-6,700,000","88,800,000","7,700,000","-9,000,000","-300,000","3,100,000","4,200,000","5,400,000","-26,900,000","-3,400,000","-20,100,000","-5,400,000","13,900,000","17,600,000","-19,200,000","-3,000,000","5,500,000","29,700,000","600,000","7,600,000","17,500,000","5,600,000","-6,800,000","-5,900,000","-3,100,000","-42,900,000","4,500,000","-4,400,000","2,000,000","600,000","300,000","-5,600,000","5,900,000","-6,300,000","-300,000","-3,500,000","-3,200,000","5,600,000","-500,000","700,000","-2,900,000","30,900,000","100,000","300,000","1,200,000","-700,000","700,000","-1,400,000","300,000","-1,000,000"
			NetLongTermDebtIssuance,"654,200,000","5,400,000","-37,000,000","24,300,000","661,500,000","24,400,000","-40,700,000","-36,800,000","-86,700,000","211,600,000","-19,600,000","-45,600,000","-14,600,000","-600,000","-19,000,000","-100,000","-31,000,000","-9,700,000","-12,500,000","-34,700,000","-6,900,000","285,800,000","-3,800,000","-66,300,000","-72,600,000","7,300,000","182,100,000","2,000,000","-46,600,000","12,000,000","-200,000","-5,900,000","5,600,000","58,200,000","233,600,000","-16,200,000","3,100,000","7,000,000","-8,300,000","-13,200,000","30,700,000","2,000,000","-17,200,000","5,900,000","53,600,000","55,900,000","-300,000","-200,000","1,200,000","-8,800,000","-71,000,000","-16,800,000","-10,100,000","-800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LongTermDebtIssuance,"739,500,000","20,000,000","14,800,000","26,000,000","678,700,000","25,000,000","0","700,000","0","212,000,000","19,000,000","0",,,"-1,900,000","635,300,000","800,000","0","100,000","152,600,000","1,300,000","286,500,000","0","4,000,000","4,500,000","27,100,000","452,700,000","8,100,000","12,300,000","15,100,000","13,000,000","5,300,000","93,000,000","117,000,000","402,200,000","22,000,000","21,300,000","10,100,000","3,200,000","100,000","32,600,000","7,100,000","8,000,000","14,200,000","148,400,000","56,100,000","100,000","100,000","4,300,000","43,700,000","100,000","21,200,000","3,700,000","8,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LongTermDebtPayments,"-85,300,000","-14,600,000","-51,800,000","-1,700,000","-17,200,000","-600,000","-40,700,000","-37,500,000","-86,700,000","-400,000","-38,600,000","-45,600,000","-14,700,000","-600,000","-17,100,000","-635,400,000","-31,800,000","-9,700,000","-12,600,000","-187,300,000","-8,200,000","-700,000","-3,800,000","-70,300,000","-77,100,000","-19,800,000","-270,600,000","-6,100,000","-58,900,000","-3,100,000","-13,200,000","-11,200,000","-87,400,000","-58,800,000","-168,600,000","-38,200,000","-18,200,000","-3,100,000","-11,500,000","-13,300,000","-1,900,000","-5,100,000","-25,200,000","-8,300,000","-94,800,000","-200,000","-400,000","-300,000","-3,100,000","-52,500,000","-71,100,000","-38,000,000","-13,800,000","-9,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetShortTermDebtIssuance,,,,,,,"0","0","0","0","0","0","100,000","-200,000","100,000","100,000","-100,000","-1,400,000",,,"900,000","0",,,"400,000","100,000","-600,000","-100,000","-200,000","500,000","-5,900,000","5,300,000","-4,000,000","4,200,000","-400,000","1,100,000","-1,200,000","500,000","-3,200,000","4,500,000","-1,700,000","-1,500,000","5,200,000","-3,600,000","500,000","200,000","400,000","1,200,000","1,200,000","500,000","-2,700,000","-14,800,000","6,400,000","-12,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ShortTermDebtIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ShortTermDebtPayments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetCommonStockIssuance,"-3,200,000","-2,900,000","-300,000","0","0","-3,100,000","-100,000","0","100,000","-1,000,000","100,000","0","-100,000","-900,000","-200,000","-100,000","-200,000","-2,500,000","-100,000","-100,000","100,000","-1,100,000","-100,000","0","0","-600,000","0","0","0","-2,900,000","0","100,000","-300,000","-52,300,000","0","0","0","-1,700,000","0","-4,300,000","-24,100,000","-21,600,000","0","-16,400,000","-58,700,000","-45,800,000","0","-18,200,000","-200,000","-600,000","117,400,000","0","0","-800,000","-5,100,000","100,000","0","-1,100,000","-1,900,000","-3,800,000","2,900,000","1,400,000","400,000","-19,400,000","19,500,000","1,700,000","1,000,000","1,100,000","500,000","3,300,000","2,000,000","-3,600,000","-2,300,000","3,800,000","700,000","100,000","-2,300,000","-2,500,000","-100,000","-200,000","1,900,000","100,000","0","0",,,"-3,100,000","-4,700,000","-2,500,000","-2,900,000","-900,000","-1,400,000",,,"0","-3,800,000","0","300,000","0","200,000","0","100,000",,,,
			CommonStockIssuance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","100,000","0","100,000","-100,000","100,000","2,900,000","1,500,000","400,000","-19,400,000","19,500,000","1,700,000","1,000,000","1,100,000","500,000","4,300,000","2,500,000","400,000","1,200,000","3,800,000","700,000","100,000","100,000","200,000","400,000","-200,000","1,900,000","100,000","0","0",,,,,,,,,,,"0","0","0","300,000","0","200,000","0","100,000",,,,
			CommonStockPayments,"-3,200,000","-2,900,000","-300,000","0","0","-3,100,000","-100,000","0","100,000","-1,000,000","100,000","0","-100,000","-900,000","-200,000","-100,000","-200,000","-2,500,000","-100,000","-100,000","100,000","-1,100,000","-100,000","0","0","-600,000","0","0","0","-2,900,000","0","100,000","-300,000","-52,300,000","0","0","0","-1,700,000","0","-4,300,000","-24,100,000","-21,600,000","0","-16,400,000","-58,700,000","-45,800,000","0","-18,200,000","-200,000","-600,000","0","0","0","-800,000","-5,100,000","0","0","-1,200,000","-1,800,000","-3,900,000","0","-100,000",,,,,"0","0","0","-1,000,000","-500,000","-4,000,000",,,"0","0","-2,400,000","-2,700,000",,,,,,,,,"-3,100,000","-4,700,000","-2,500,000","-2,900,000","-900,000","-1,400,000",,,"0",,,,,,,,,,,
		CashDividendsPaid,"-55,400,000","-13,900,000","-13,800,000","-13,900,000","-13,800,000","-13,800,000","-13,800,000","-13,800,000","-13,700,000","-13,700,000","-13,600,000","-13,600,000","-13,600,000","-13,600,000","-13,500,000","-13,300,000","-13,200,000","-13,200,000","-13,200,000","-12,900,000","-25,800,000","0","-12,800,000","-12,200,000","-12,200,000","-12,200,000","-12,200,000","-11,600,000","-11,500,000","-11,600,000","-11,500,000","-11,000,000","-10,900,000","-11,100,000","-11,200,000","-9,500,000","-9,400,000","-9,400,000","-4,700,000","-4,600,000","-2,400,000","-2,400,000","-2,400,000","-2,400,000","-2,600,000","-2,700,000","-2,700,000","-2,700,000","-2,700,000","-2,700,000","-2,700,000","-2,300,000","-2,300,000","-2,300,000","-2,400,000","-2,300,000","-2,400,000","-2,300,000","-2,300,000","-2,400,000","-2,300,000","-2,400,000","-2,400,000","-2,300,000","-2,300,000","-2,400,000","-2,300,000","-5,800,000","-2,300,000","-2,300,000","-2,200,000","-2,200,000","-6,100,000","-2,200,000","-2,200,000","-2,200,000","-8,000,000","-6,900,000","-2,200,000","-1,700,000","-2,700,000","-2,300,000","-2,200,000","-2,200,000","-5,600,000","-2,300,000","-2,300,000","-2,300,000","-6,900,000","-2,300,000","-2,300,000","-2,400,000","-7,600,000","-2,400,000","-2,400,000","-2,400,000","-7,700,000","-2,400,000","-2,400,000","-2,400,000","-6,900,000","-2,400,000","-2,400,000","-2,400,000",,
			CommonStockDividendPaid,,,,,,,"-13,800,000","-13,800,000","-13,700,000","-13,700,000","-13,600,000","-13,600,000","-13,600,000","-13,600,000","-13,500,000","-13,300,000","-13,200,000","-13,200,000","-13,200,000","-12,900,000","-25,800,000","0","-12,800,000","-12,200,000","-12,200,000","-12,200,000","-12,200,000","-11,600,000","-11,500,000","-11,600,000","-11,500,000","-11,000,000","-10,900,000","-11,100,000","-11,200,000","-9,500,000","-9,400,000","-9,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProceedsFromStockOptionExercised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","200,000","0","0","300,000","2,700,000","0","0","100,000","1,900,000","200,000","100,000","0","600,000","500,000","0","1,100,000","4,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherFinancingCharges,"-13,800,000","-2,200,000","0","-100,000","-11,500,000","-3,000,000",,,,,,,,,"-200,000",,,,"0","0","0","-600,000","0","0","0","-200,000","-7,400,000","0","100,000","400,000","0","0","0","600,000","0","0","0","500,000","1,300,000","0","0","100,000","900,000","100,000","0","9,000,000","300,000","200,000","100,000","1,000,000","2,300,000","1,100,000","500,000","-600,000",,,,,"100,000","0",,,"100,000","-3,700,000","0","400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
